Unnamed: 0,Audible_Title,Audible_Subtitle,Audible_Author,Audible_Link,Image_Link,Audible_Category,Book ID,Goodreads Title,Goodreads Author,Goodreads_Link,Goodreads Search URL,Goodreads_Rating,Number_of_Ratings,Ratings combination,Goodreads search
464,The Inner Life of Cats,The Science and Secrets of Our Mysterious Feline Companions,Thomas McNamee,https://www.audible.com/pd/The-Inner-Life-of-Cats-Audiobook/B06XJCH8N1?qid=1630755675&sr=1-57&ref=a_special-p_c3_lProduct_2_7&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=Q3MR3XXTT123FW28K63F,https://m.media-amazon.com/images/I/51Hm3+q62NL._SL500_.jpg,Nonfiction,373,The Inner Life of Cats: The Science and Secrets of Our Mysterious Feline Companions,Thomas McNamee,https://www.goodreads.com/book/show/30841952-the-inner-life-of-cats?from_search=true&from_srp=true&qid=95kvZhYg3U&rank=1,https://www.goodreads.com/search?q=The+Inner+Life+of+Cats+Thomas+McNamee,3.7,662,3.8,https://www.goodreads.com/search?q=The Inner Life of Cats+Thomas McNamee
465,The Ice at the End of the World,An Epic Journey into Greenland's Buried Past and Our Perilous Future,Jon Gertner,https://www.audible.com/pd/The-Ice-at-the-End-of-the-World-Audiobook/1984885073?qid=1630755675&sr=1-58&ref=a_special-p_c3_lProduct_2_8&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=Q3MR3XXTT123FW28K63F,https://m.media-amazon.com/images/I/41fOKXSIrWL._SL500_.jpg,Nonfiction,374,The Ice at the End of the World: An Epic Journey Into Greenland's Buried Past and Our Perilous Future,Jon Gertner,https://www.goodreads.com/book/show/41882632-the-ice-at-the-end-of-the-world?from_search=true&from_srp=true&qid=b8eTLJMsEh&rank=1,https://www.goodreads.com/search?q=The+Ice+at+the+End+of+the+World+Jon+Gertner,4.16,737,4.12,https://www.goodreads.com/search?q=The Ice at the End of the World+Jon Gertner
466,Bubble in the Sun,The Florida Boom of the 1920s and How It Brought on the Great Depression,Christopher Knowlton,https://www.audible.com/pd/Bubble-in-the-Sun-Audiobook/179710490X?qid=1630755675&sr=1-59&ref=a_special-p_c3_lProduct_2_9&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=Q3MR3XXTT123FW28K63F,https://m.media-amazon.com/images/I/51fu26k8ZiL._SL500_.jpg,Nonfiction,375,Bubble in the Sun: The Florida Boom of the 1920s and How It Brought on the Great Depression,Christopher  Knowlton,https://www.goodreads.com/book/show/49480882-bubble-in-the-sun?from_search=true&from_srp=true&qid=e46BbDBNoy&rank=1,https://www.goodreads.com/search?q=Bubble+in+the+Sun+Christopher+Knowlton,3.99,595,3.99,https://www.goodreads.com/search?q=Bubble in the Sun+Christopher Knowlton
467,"Big Sister, Little Sister, Red Sister",Three Women at the Heart of Twentieth-Century China,Jung Chang,https://www.audible.com/pd/Big-Sister-Little-Sister-Red-Sister-Audiobook/0593154916?qid=1630755675&sr=1-60&ref=a_special-p_c3_lProduct_2_10&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=Q3MR3XXTT123FW28K63F,https://m.media-amazon.com/images/I/61dqa83twrL._SL500_.jpg,Nonfiction,376,"Big Sister, Little Sister, Red Sister: Three Women at the Heart of Twentieth-Century China",Jung Chang,https://www.goodreads.com/book/show/43811202-big-sister-little-sister-red-sister?from_search=true&from_srp=true&qid=HvGZGlFpqZ&rank=1,"https://www.goodreads.com/search?q=Big+Sister,+Little+Sister,+Red+Sister+Jung+Chang",3.88,1987,3.88,"https://www.goodreads.com/search?q=Big Sister, Little Sister, Red Sister+Jung Chang"
468,The Buried,An Archaeology of the Egyptian Revolution,Peter Hessler,https://www.audible.com/pd/The-Buried-Audiobook/0525638911?qid=1630755675&sr=1-61&ref=a_special-p_c3_lProduct_2_11&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=Q3MR3XXTT123FW28K63F,https://m.media-amazon.com/images/I/51HnkjQdtmL._SL500_.jpg,Nonfiction,377,The Buried: An Archaeology of the Egyptian Revolution,Peter Hessler,https://www.goodreads.com/book/show/40641080-the-buried?from_search=true&from_srp=true&qid=iX1kBcUtIN&rank=1,https://www.goodreads.com/search?q=The+Buried+Peter+Hessler,4.35,1703,4.35,https://www.goodreads.com/search?q=The Buried+Peter Hessler
469,Win at All Costs,Inside Nike Running and Its Culture of Deception,Matt Hart,https://www.audible.com/pd/Win-at-All-Costs-Audiobook/0063005352?qid=1630755675&sr=1-63&ref=a_special-p_c3_lProduct_2_13&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=Q3MR3XXTT123FW28K63F,https://m.media-amazon.com/images/I/51ldTj5Q+pL._SL500_.jpg,Nonfiction,378,Win at All Costs: Inside Nike Running and Its Culture of Deception,Matt   Hart,https://www.goodreads.com/book/show/48929864-win-at-all-costs?from_search=true&from_srp=true&qid=s6quSpuLA2&rank=1,https://www.goodreads.com/search?q=Win+at+All+Costs+Matt+Hart,4.21,481,4.1,https://www.goodreads.com/search?q=Win at All Costs+Matt Hart
470,The Making of a Miracle,The Untold Story of the Captain of the 1980 Gold Medal-Winning U.S. Olympic Hockey Team,"Mike Eruzione, Neal Boudette",https://www.audible.com/pd/The-Making-of-a-Miracle-Audiobook/0062960989?qid=1630755675&sr=1-64&ref=a_special-p_c3_lProduct_2_14&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=Q3MR3XXTT123FW28K63F,https://m.media-amazon.com/images/I/51P+Jx1VP9L._SL500_.jpg,Nonfiction,379,The Making of a Miracle: The Untold Story of the Captain of the 1980 Gold Medal-Winning U.S. Olympic Hockey Team,Mike Eruzione,https://www.goodreads.com/book/show/48812273-the-making-of-a-miracle?from_search=true&from_srp=true&qid=0YLpH98qNn&rank=1,"https://www.goodreads.com/search?q=The+Making+of+a+Miracle+Mike+Eruzione,+Neal+Boudette",4.37,489,4.18,"https://www.goodreads.com/search?q=The Making of a Miracle+Mike Eruzione, Neal Boudette"
472,The Sirens of Mars,Searching for Life on Another World,Sarah Stewart Johnson,https://www.audible.com/pd/The-Sirens-of-Mars-Audiobook/059321028X?qid=1630755675&sr=1-65&ref=a_special-p_c3_lProduct_2_15&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=Q3MR3XXTT123FW28K63F,https://m.media-amazon.com/images/I/61AvoRVf6XL._SL500_.jpg,Nonfiction,380,The Sirens of Mars: Searching for Life on Another World,Sarah Stewart Johnson,https://www.goodreads.com/book/show/50751225-the-sirens-of-mars?from_search=true&from_srp=true&qid=qHIefXi56p&rank=1,https://www.goodreads.com/search?q=The+Sirens+of+Mars+Sarah+Stewart+Johnson,3.95,790,3.96,https://www.goodreads.com/search?q=The Sirens of Mars+Sarah Stewart Johnson
473,The Girls,"An All-American Town, a Predatory Doctor, and the Untold Story of the Gymnasts Who Brought Him Down",Abigail Pesta,https://www.audible.com/pd/The-Girls-Audiobook/1549149490?qid=1630755675&sr=1-66&ref=a_special-p_c3_lProduct_2_16&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=Q3MR3XXTT123FW28K63F,https://m.media-amazon.com/images/I/5168DHy0uhL._SL500_.jpg,Nonfiction,381,"The Girls: An All-American Town, a Predatory Doctor, and the Untold Story of the Gymnasts Who Brought Him Down",Abigail Pesta,https://www.goodreads.com/book/show/43492058-the-girls?from_search=true&from_srp=true&qid=Iv224c9pQS&rank=1,https://www.goodreads.com/search?q=The+Girls+Abigail+Pesta,4.14,1188,4.14,https://www.goodreads.com/search?q=The Girls+Abigail Pesta
474,Oceanology,The Secrets of the Sea Revealed,DK,https://www.audible.com/pd/Oceanology-Audiobook/0744031583?qid=1630755675&sr=1-67&ref=a_special-p_c3_lProduct_2_17&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=Q3MR3XXTT123FW28K63F,https://m.media-amazon.com/images/I/51bzKi10gEL._SL500_.jpg,Nonfiction,382,Oceanology: The Secrets of the Sea Revealed,D.K. Publishing,https://www.goodreads.com/book/show/50347444-oceanology?from_search=true&from_srp=true&qid=IH0FzDiKLc&rank=1,https://www.goodreads.com/search?q=Oceanology+DK,4.35,34,4.01,https://www.goodreads.com/search?q=Oceanology+DK
475,Swing Kings,The Inside Story of Baseball's Home Run Revolution,Jared Diamond,https://www.audible.com/pd/Swing-Kings-Audiobook/0062989057?qid=1630755675&sr=1-68&ref=a_special-p_c3_lProduct_2_18&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=Q3MR3XXTT123FW28K63F,https://m.media-amazon.com/images/I/51qhgbX+phL._SL500_.jpg,Nonfiction,383,Swing Kings: The Inside Story of Baseball's Home Run Revolution,Jared  Diamond,https://www.goodreads.com/book/show/49610030-swing-kings?from_search=true&from_srp=true&qid=kGEDj2518M&rank=1,https://www.goodreads.com/search?q=Swing+Kings+Jared+Diamond,4.13,413,4.05,https://www.goodreads.com/search?q=Swing Kings+Jared Diamond
476,How to Think Like a Fish,And Other Lessons from a Lifetime in Angling,Jeremy Wade,https://www.audible.com/pd/How-to-Think-Like-a-Fish-Audiobook/1549122630?qid=1630755675&sr=1-69&ref=a_special-p_c3_lProduct_2_19&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=Q3MR3XXTT123FW28K63F,https://m.media-amazon.com/images/I/410rmJGnN0L._SL500_.jpg,Nonfiction,384,How to Think Like a Fish: And Other Lessons from a Lifetime in Angling,Jeremy Wade,https://www.goodreads.com/book/show/44000371-how-to-think-like-a-fish?from_search=true&from_srp=true&qid=1bLRrocuMG&rank=1,https://www.goodreads.com/search?q=How+to+Think+Like+a+Fish+Jeremy+Wade,4.13,184,4.02,https://www.goodreads.com/search?q=How to Think Like a Fish+Jeremy Wade
477,One Day,The Extraordinary Story of an Ordinary 24 Hours in America,Gene Weingarten,https://www.audible.com/pd/One-Day-Audiobook/0593146743?qid=1630755675&sr=1-70&ref=a_special-p_c3_lProduct_2_20&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=Q3MR3XXTT123FW28K63F,https://m.media-amazon.com/images/I/51R3bmLoLdL._SL500_.jpg,Nonfiction,385,One Day: The Extraordinary Story of an Ordinary 24 Hours in America,Gene Weingarten,https://www.goodreads.com/book/show/44525300-one-day?from_search=true&from_srp=true&qid=HFhXSvOuzj&rank=1,https://www.goodreads.com/search?q=One+Day+Gene+Weingarten,3.95,2475,3.95,https://www.goodreads.com/search?q=One Day+Gene Weingarten
478,Two Truths and a Lie,"A Murder, a Private Investigator, and Her Search for Justice",Ellen McGarrahan,https://www.audible.com/pd/Two-Truths-and-a-Lie-Audiobook/0525495339?qid=1630755675&sr=1-71&ref=a_special-p_c3_lProduct_2_21&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=Q3MR3XXTT123FW28K63F,https://m.media-amazon.com/images/I/51CnyLUPH3L._SL500_.jpg,Nonfiction,386,"Two Truths and a Lie: A Murder, a Private Investigator, and Her Search for Justice",Ellen McGarrahan,https://www.goodreads.com/book/show/33517784-two-truths-and-a-lie?from_search=true&from_srp=true&qid=VRzrHI1tQW&rank=1,https://www.goodreads.com/search?q=Two+Truths+and+a+Lie+Ellen+McGarrahan,3.64,598,3.78,https://www.goodreads.com/search?q=Two Truths and a Lie+Ellen McGarrahan
479,The BFG,,Roald Dahl,https://www.audible.com/pd/The-BFG-Audiobook/B00DJAKXQO?qid=1630755691&sr=1-1&ref=a_special-p_c3_lProduct_1_1&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=9P80NKC116JPBJEJGASR,https://m.media-amazon.com/images/I/515MK6NCqOL._SL500_.jpg,Kids & Teen,387,The BFG,Roald Dahl,https://www.goodreads.com/book/show/6319.The_BFG?from_search=true&from_srp=true&qid=OAvvTYUtR8&rank=7,https://www.goodreads.com/search?q=The+BFG+Roald+Dahl,4.2,414659,4.2,https://www.goodreads.com/search?q=The BFG+Roald Dahl
482,"Doctor Dolittle: The Complete Collection, Vol. 1",The Voyages of Doctor Dolittle; The Story of Doctor Dolittle; Doctor Dolittle's Post Office,Hugh Lofting,https://www.audible.com/pd/Doctor-Dolittle-The-Complete-Collection-Vol-1-Audiobook/1797101439?qid=1630755691&sr=1-2&ref=a_special-p_c3_lProduct_1_2&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=9P80NKC116JPBJEJGASR,https://m.media-amazon.com/images/I/51nhVL+AV4L._SL500_.jpg,Kids & Teen,388,"Doctor Dolittle: The Complete Collection, Vol. 1",Hugh Lofting,https://www.goodreads.com/book/show/42101723-doctor-dolittle?from_search=true&from_srp=true&qid=68Tn67Vc7E&rank=1,"https://www.goodreads.com/search?q=Doctor+Dolittle:+The+Complete+Collection,+Vol.+1+Hugh+Lofting",4.13,118,4.02,"https://www.goodreads.com/search?q=Doctor Dolittle: The Complete Collection, Vol. 1+Hugh Lofting"
,The Idiot [Blackstone],,Fyodor Dostoevsky,https://www.audible.com/pd/The-Idiot-Blackstone-Audiobook/B002V8MDH2?qid=1630755691&sr=1-7&ref=a_special-p_c3_lProduct_1_7&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=9P80NKC116JPBJEJGASR,https://m.media-amazon.com/images/I/41XO98tJ7HL._SL500_.jpg,Kids & Teen,389,,,,,,,4,https://www.goodreads.com/search?q=The Idiot [Blackstone]+Fyodor Dostoevsky
,The Merchant of Death,"Pendragon, Book 1",D. J. MacHale,https://www.audible.com/pd/The-Merchant-of-Death-Audiobook/B002VA9KGW?qid=1630755691&sr=1-10&ref=a_special-p_c3_lProduct_1_10&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=9P80NKC116JPBJEJGASR,https://m.media-amazon.com/images/I/51fRfpkOZEL._SL500_.jpg,Kids & Teen,390,,,,,,,4,https://www.goodreads.com/search?q=The Merchant of Death+D. J. MacHale
,Isle of the Lost,A Descendants Prequel,Melissa De La Cruz,https://www.audible.com/pd/Isle-of-the-Lost-Audiobook/B00US2Q7UW?qid=1630755691&sr=1-11&ref=a_special-p_c3_lProduct_1_11&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=9P80NKC116JPBJEJGASR,https://m.media-amazon.com/images/I/51rPh525JML._SL500_.jpg,Kids & Teen,391,,,,,,,4,https://www.goodreads.com/search?q=Isle of the Lost+Melissa De La Cruz
,Beauty and the Beast,,"Elizabeth Rudnick, Disney Press",https://www.audible.com/pd/Beauty-and-the-Beast-Audiobook/B06VVWRMMF?qid=1630755691&sr=1-13&ref=a_special-p_c3_lProduct_1_13&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=9P80NKC116JPBJEJGASR,https://m.media-amazon.com/images/I/61yh4uuPVQL._SL500_.jpg,Kids & Teen,392,,,,,,,4,"https://www.goodreads.com/search?q=Beauty and the Beast+Elizabeth Rudnick, Disney Press"
486,Book Scavenger,,Jennifer Chambliss Bertman,https://www.audible.com/pd/Book-Scavenger-Audiobook/B017O5LHAK?qid=1630755691&sr=1-19&ref=a_special-p_c3_lProduct_1_19&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=9P80NKC116JPBJEJGASR,https://m.media-amazon.com/images/I/51CpZTheVnL._SL500_.jpg,Kids & Teen,393,"Book Scavenger (Book Scavenger, #1)",Jennifer Chambliss Bertman,https://www.goodreads.com/book/show/22718727-book-scavenger?from_search=true&from_srp=true&qid=l4DFacOUVs&rank=1,https://www.goodreads.com/search?q=Book+Scavenger+Jennifer+Chambliss+Bertman,4.17,12694,4.17,https://www.goodreads.com/search?q=Book Scavenger+Jennifer Chambliss Bertman
,Finding Dory,,Disney Press,https://www.audible.com/pd/Finding-Dory-Audiobook/B01GF3T1T6?qid=1630755691&sr=1-20&ref=a_special-p_c3_lProduct_1_20&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=9P80NKC116JPBJEJGASR,https://m.media-amazon.com/images/I/51zU+LVURRL._SL500_.jpg,Kids & Teen,394,,,,,,,4,https://www.goodreads.com/search?q=Finding Dory+Disney Press
487,The Magic Misfits: The Fourth Suit,,Neil Patrick Harris,https://www.audible.com/pd/The-Magic-Misfits-The-Fourth-Suit-Audiobook/1549129090?qid=1630755691&sr=1-21&ref=a_special-p_c3_lProduct_1_21&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=9P80NKC116JPBJEJGASR,https://m.media-amazon.com/images/I/61mJnYqzlsL._SL500_.jpg,Kids & Teen,395,"The Fourth Suit (The Magic Misfits, #4)",Neil Patrick Harris,https://www.goodreads.com/book/show/50497265-the-fourth-suit?from_search=true&from_srp=true&qid=IoaRd5Qw2E&rank=1,https://www.goodreads.com/search?q=The+Magic+Misfits:+The+Fourth+Suit+Neil+Patrick+Harris,4.31,887,4.27,https://www.goodreads.com/search?q=The Magic Misfits: The Fourth Suit+Neil Patrick Harris
,The Idiot [Blackstone],,Fyodor Dostoevsky,https://www.audible.com/pd/The-Idiot-Blackstone-Audiobook/B002V8MDH2?qid=1630755698&sr=1-7&ref=a_special-p_c3_lProduct_1_7&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=4XVK6Q9NN2Q5D4FNMZ3K,https://m.media-amazon.com/images/I/41XO98tJ7HL._SL500_.jpg,Kids & Teen,396,,,,,,,4,https://www.goodreads.com/search?q=The Idiot [Blackstone]+Fyodor Dostoevsky
,The Idiot [Blackstone],,Fyodor Dostoevsky,https://www.audible.com/pd/The-Idiot-Blackstone-Audiobook/B002V8MDH2?qid=1630755706&sr=1-7&ref=a_special-p_c3_lProduct_1_7&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=EXBN3EAH3XT1PYQG0XZR,https://m.media-amazon.com/images/I/41XO98tJ7HL._SL500_.jpg,Kids & Teen,397,,,,,,,4,https://www.goodreads.com/search?q=The Idiot [Blackstone]+Fyodor Dostoevsky
,The Idiot [Blackstone],,Fyodor Dostoevsky,https://www.audible.com/pd/The-Idiot-Blackstone-Audiobook/B002V8MDH2?qid=1630755713&sr=1-7&ref=a_special-p_c3_lProduct_1_7&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=AMGWRX0WDMTTZE5SWXM5,https://m.media-amazon.com/images/I/41XO98tJ7HL._SL500_.jpg,Kids & Teen,398,,,,,,,4,https://www.goodreads.com/search?q=The Idiot [Blackstone]+Fyodor Dostoevsky
489,Self-Compassion,The Proven Power of Being Kind to Yourself,Kristin Neff,https://www.audible.com/pd/Self-Compassion-Audiobook/B005P1FJVE?qid=1630755720&sr=1-1&ref=a_special-p_c3_lProduct_1_1&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZNJRV9437RW2XA2VQMJG,https://m.media-amazon.com/images/I/51AFXbj+zdL._SL500_.jpg,Business & Self Dev,399,Self-Compassion: The Proven Power of Being Kind to Yourself,Kristin Neff,https://www.goodreads.com/book/show/10127008-self-compassion?from_search=true&from_srp=true&qid=4glTSL7ReL&rank=2,https://www.goodreads.com/search?q=Self-Compassion+Kristin+Neff,4.11,13920,4.11,https://www.goodreads.com/search?q=Self-Compassion+Kristin Neff
490,The Wealth Choice,Success Secrets of Black Millionaires,Dennis Kimbro,https://www.audible.com/pd/The-Wealth-Choice-Audiobook/1469070618?qid=1630755720&sr=1-2&ref=a_special-p_c3_lProduct_1_2&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZNJRV9437RW2XA2VQMJG,https://m.media-amazon.com/images/I/516xOLq4y3L._SL500_.jpg,Business & Self Dev,400,The Wealth Choice: Success Secrets of Black Millionaires,Dennis Kimbro,https://www.goodreads.com/book/show/15794260-the-wealth-choice?from_search=true&from_srp=true&qid=RoDNGZJq5U&rank=1,https://www.goodreads.com/search?q=The+Wealth+Choice+Dennis+Kimbro,4.37,355,4.13,https://www.goodreads.com/search?q=The Wealth Choice+Dennis Kimbro
491,Food Freedom Forever,"Letting Go of Bad Habits, Guilt, and Anxiety Around Food",Melissa Hartwig,https://www.audible.com/pd/Food-Freedom-Forever-Audiobook/B01N5ABGUD?qid=1630755720&sr=1-3&ref=a_special-p_c3_lProduct_1_3&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZNJRV9437RW2XA2VQMJG,https://m.media-amazon.com/images/I/510Cu4hvAEL._SL500_.jpg,Business & Self Dev,401,"Food Freedom Forever: Letting Go of Bad Habits, Guilt, and Anxiety Around Food",Melissa  Hartwig Urban,https://www.goodreads.com/book/show/28504553-food-freedom-forever?from_search=true&from_srp=true&qid=vmSWhnjudW&rank=1,https://www.goodreads.com/search?q=Food+Freedom+Forever+Melissa+Hartwig,3.87,3870,3.87,https://www.goodreads.com/search?q=Food Freedom Forever+Melissa Hartwig
493,Wintering,The Power of Rest and Retreat in Difficult Times,Katherine May,https://www.audible.com/pd/Wintering-Audiobook/0593288718?qid=1630755720&sr=1-4&ref=a_special-p_c3_lProduct_1_4&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZNJRV9437RW2XA2VQMJG,https://m.media-amazon.com/images/I/51BK7F-TlUL._SL500_.jpg,Business & Self Dev,402,Wintering: The Power of Rest and Retreat in Difficult Times,Katherine May,https://www.goodreads.com/book/show/52623750-wintering?from_search=true&from_srp=true&qid=yeSQG4DLfQ&rank=1,https://www.goodreads.com/search?q=Wintering+Katherine+May,3.9,14659,3.9,https://www.goodreads.com/search?q=Wintering+Katherine May
494,The Spirit Catches You and You Fall Down,"A Hmong Child, Her American Doctors, and the Collision of Two Cultures",Anne Fadiman,https://www.audible.com/pd/The-Spirit-Catches-You-and-You-Fall-Down-Audiobook/B00UTRCSTU?qid=1630755720&sr=1-5&ref=a_special-p_c3_lProduct_1_5&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZNJRV9437RW2XA2VQMJG,https://m.media-amazon.com/images/I/412UMT77S9L._SL500_.jpg,Business & Self Dev,403,"The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures",Anne Fadiman,https://www.goodreads.com/book/show/12609.The_Spirit_Catches_You_and_You_Fall_Down?from_search=true&from_srp=true&qid=9SkuBaqbaY&rank=3,https://www.goodreads.com/search?q=The+Spirit+Catches+You+and+You+Fall+Down+Anne+Fadiman,4.16,75467,4.16,https://www.goodreads.com/search?q=The Spirit Catches You and You Fall Down+Anne Fadiman
495,Blowing the Bloody Doors Off,And Other Lessons in Life,Michael Caine,https://www.audible.com/pd/Blowing-the-Bloody-Doors-Off-Audiobook/1549173219?qid=1630755720&sr=1-6&ref=a_special-p_c3_lProduct_1_6&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZNJRV9437RW2XA2VQMJG,https://m.media-amazon.com/images/I/51PuXDCy23L._SL500_.jpg,Business & Self Dev,404,Blowing the Bloody Doors Off: And Other Lessons in Life,Michael Caine,https://www.goodreads.com/book/show/39295912-blowing-the-bloody-doors-off?from_search=true&from_srp=true&qid=0iXNRN19bQ&rank=1,https://www.goodreads.com/search?q=Blowing+the+Bloody+Doors+Off+Michael+Caine,3.87,2669,3.87,https://www.goodreads.com/search?q=Blowing the Bloody Doors Off+Michael Caine
497,The Rational Bible: Genesis,,Dennis Prager,https://www.audible.com/pd/The-Rational-Bible-Genesis-Audiobook/1978615957?qid=1630755720&sr=1-7&ref=a_special-p_c3_lProduct_1_7&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZNJRV9437RW2XA2VQMJG,https://m.media-amazon.com/images/I/51zFdvLjL4L._SL500_.jpg,Business & Self Dev,405,The Rational Bible: Genesis,Dennis Prager,https://www.goodreads.com/book/show/40538823-the-rational-bible?from_search=true&from_srp=true&qid=4eVaYleT0W&rank=1,https://www.goodreads.com/search?q=The+Rational+Bible:+Genesis+Dennis+Prager,4.64,495,4.32,https://www.goodreads.com/search?q=The Rational Bible: Genesis+Dennis Prager
499,How to Break Your Addiction to a Person,When - and Why - Love Doesn't Work,Howard M. Halpern PhD,https://www.audible.com/pd/How-to-Break-Your-Addiction-to-a-Person-Audiobook/B06XCYZK7B?qid=1630755720&sr=1-8&ref=a_special-p_c3_lProduct_1_8&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZNJRV9437RW2XA2VQMJG,https://m.media-amazon.com/images/I/51RSAOzkY7L._SL500_.jpg,Business & Self Dev,406,How to Break Your Addiction to a Person,Howard M. Halpern,https://www.goodreads.com/book/show/378144.How_to_Break_Your_Addiction_to_a_Person?from_search=true&from_srp=true&qid=cZ0IHS5hXj&rank=1,https://www.goodreads.com/search?q=How+to+Break+Your+Addiction+to+a+Person+Howard+M.+Halpern+,3.93,426,3.97,https://www.goodreads.com/search?q=How to Break Your Addiction to a Person+Howard M. Halpern PhD
503,The Defining Decade,Why Your Twenties Matter - and How to Make the Most of Them Now,Meg Jay,https://www.audible.com/pd/The-Defining-Decade-Audiobook/1549135570?qid=1630755720&sr=1-9&ref=a_special-p_c3_lProduct_1_9&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZNJRV9437RW2XA2VQMJG,https://m.media-amazon.com/images/I/41aXbOz5uoL._SL500_.jpg,Business & Self Dev,407,The Defining Decade: Why Your Twenties Matter—And How to Make the Most of Them Now,Meg Jay,https://www.goodreads.com/book/show/40603783-the-defining-decade?from_search=true&from_srp=true&qid=9sYz5jp0mv&rank=1,https://www.goodreads.com/search?q=The+Defining+Decade+Meg+Jay,4.11,43442,4.11,https://www.goodreads.com/search?q=The Defining Decade+Meg Jay
,University of Berkshire Hathaway,30 Years of Lessons Learned from Warren Buffett & Charlie Munger at the Annual Shareholders Meeting,"Daniel Pecaut, Corey Wrenn - contributor",https://www.audible.com/pd/University-of-Berkshire-Hathaway-Audiobook/1721334572?qid=1630755720&sr=1-10&ref=a_special-p_c3_lProduct_1_10&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZNJRV9437RW2XA2VQMJG,https://m.media-amazon.com/images/I/51+MXoneRBL._SL500_.jpg,Business & Self Dev,408,,,,,,,4,"https://www.goodreads.com/search?q=University of Berkshire Hathaway+Daniel Pecaut, Corey Wrenn - contributor"
,"Basic Economics, Fourth Edition",A Common Sense Guide to the Economy,Thomas Sowell,https://www.audible.com/pd/Basic-Economics-Fourth-Edition-Audiobook/B004H2UBC4?qid=1630755720&sr=1-11&ref=a_special-p_c3_lProduct_1_11&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZNJRV9437RW2XA2VQMJG,https://m.media-amazon.com/images/I/41VvxXbwkFL._SL500_.jpg,Business & Self Dev,409,,,,,,,4,"https://www.goodreads.com/search?q=Basic Economics, Fourth Edition+Thomas Sowell"
