Audible_Title,Audible_Subtitle,Audible_Author,Audible_Link,Image_Link,Audible_Category,Goodreads_Link,Goodreads_Rating,Number_of_Ratings
The Good Guy,,Dean Koontz,https://www.audible.com/pd/The-Good-Guy-Audiobook/B002V0PPLG?qid=1632673301&sr=1-45&ref=a_special-p_c3_lProduct_1_45&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZQJBWSTNWQJGWJ56AH92,https://m.media-amazon.com/images/I/41Itod5E9JL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/32441.The_Good_Guy?from_search=true&from_srp=true&qid=Q5xua5Z81w&rank=1,3.85,37171
Road Out of Winter,,Alison Stine,https://www.audible.com/pd/Road-Out-of-Winter-Audiobook/1488209936?qid=1632673301&sr=1-46&ref=a_special-p_c3_lProduct_1_46&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZQJBWSTNWQJGWJ56AH92,https://m.media-amazon.com/images/I/61yqK0yPo4L._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/49374466-road-out-of-winter?from_search=true&from_srp=true&qid=WncqGIyEpK&rank=1,3.69,689
The Switch,,Sandra Brown,https://www.audible.com/pd/The-Switch-Audiobook/B007MHIYU2?qid=1632673301&sr=1-47&ref=a_special-p_c3_lProduct_1_47&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZQJBWSTNWQJGWJ56AH92,https://m.media-amazon.com/images/I/51TBxA24DfL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/30399.The_Switch?from_search=true&from_srp=true&qid=WhXAgAAp2X&rank=1,3.93,13518
Nine Elms,"Kate Marshall, Book 1",Robert Bryndza,https://www.audible.com/pd/Nine-Elms-Audiobook/B07NDKJDND?qid=1632673301&sr=1-48&ref=a_special-p_c3_lProduct_1_48&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZQJBWSTNWQJGWJ56AH92,https://m.media-amazon.com/images/I/51YfNaoD64L._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/44375176-nine-elms?from_search=true&from_srp=true&qid=vhG6f7IQcx&rank=1,4.03,24042
These Violent Delights,A Novel,Micah Nemerever,https://www.audible.com/pd/These-Violent-Delights-Audiobook/006296366X?qid=1632673301&sr=1-49&ref=a_special-p_c3_lProduct_1_49&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZQJBWSTNWQJGWJ56AH92,https://m.media-amazon.com/images/I/41789idunML._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/49203397-these-violent-delights?from_search=true&from_srp=true&qid=Z81y7cLNdc&rank=1,3.93,2942
House of Correction,A Novel,Nicci French,https://www.audible.com/pd/House-of-Correction-Audiobook/0063021382?qid=1632673301&sr=1-50&ref=a_special-p_c3_lProduct_1_50&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=ZQJBWSTNWQJGWJ56AH92,https://m.media-amazon.com/images/I/51bOfVYm23L._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/50496924-house-of-correction?from_search=true&from_srp=true&qid=ABK2hpePOz&rank=1,3.8,5926
The Lies We Told,,Camilla Way,https://www.audible.com/pd/The-Lies-We-Told-Audiobook/0735208247?qid=1632673316&sr=1-51&ref=a_special-p_c3_lProduct_2_1&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/51VdjxZ-ncL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/37905907-the-lies-we-told?from_search=true&from_srp=true&qid=yABVGpp5ew&rank=1,4.03,15722
I See You,,Mary Burton,https://www.audible.com/pd/I-See-You-Audiobook/1978683073?qid=1632673316&sr=1-52&ref=a_special-p_c3_lProduct_2_2&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/4165CHH68vL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/44094464-i-see-you?from_search=true&from_srp=true&qid=nL0kURLmqw&rank=1,4.13,11263
In the Blood,A Novel,Lisa Unger,https://www.audible.com/pd/In-the-Blood-Audiobook/B00EQD7HTY?qid=1632673316&sr=1-53&ref=a_special-p_c3_lProduct_2_3&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/51T5kuoC9PL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/20736539-in-the-blood?from_search=true&from_srp=true&qid=IBgMNOZxbl&rank=1,3.95,12823
The Blackhouse,,Peter May,https://www.audible.com/pd/The-Blackhouse-Audiobook/B07DLBT56X?qid=1632673316&sr=1-54&ref=a_special-p_c3_lProduct_2_4&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/51UQUHlJJXL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/10305247-the-blackhouse?from_search=true&from_srp=true&qid=X27xHb5E8M&rank=1,4.07,35065
The Bright Lands,,John Fram,https://www.audible.com/pd/The-Bright-Lands-Audiobook/1488208441?qid=1632673316&sr=1-55&ref=a_special-p_c3_lProduct_2_5&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/51XNxzYKVhL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/52703177-the-bright-lands?from_search=true&from_srp=true&qid=y3srg1xffK&rank=1,3.44,3102
The Kremlin Conspiracy,"A Markus Ryker Novel, Book 1",Joel C. Rosenberg,https://www.audible.com/pd/The-Kremlin-Conspiracy-Audiobook/B078YZYJJV?qid=1632673316&sr=1-56&ref=a_special-p_c3_lProduct_2_6&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/51NvT8xvDEL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/35620754-the-kremlin-conspiracy?from_search=true&from_srp=true&qid=PGyCg6oAOM&rank=1,4.25,8321
The Company,,JA Huss,https://www.audible.com/pd/The-Company-Audiobook/B0765CH7WL?qid=1632673316&sr=1-57&ref=a_special-p_c3_lProduct_2_7&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/61jiTWfgQWL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/35594543-the-company?from_search=true&from_srp=true&qid=0DPvna4H49&rank=1,4.4,679
The Fox,,Frederick Forsyth,https://www.audible.com/pd/The-Fox-Audiobook/B07DKN45FL?qid=1632673316&sr=1-58&ref=a_special-p_c3_lProduct_2_8&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/41ZTQaXoT4L._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/37903729-the-fox?from_search=true&from_srp=true&qid=nFfSt0yS4J&rank=1,3.81,8467
Bad Man,A Novel,Dathan Auerbach,https://www.audible.com/pd/Bad-Man-Audiobook/B07BB3HC5W?qid=1632673316&sr=1-59&ref=a_special-p_c3_lProduct_2_9&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/417GlvCd1NL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/36990259-bad-man?from_search=true&from_srp=true&qid=Rh5ILhPpdU&rank=1,3.38,2485
Scrublands,,Chris Hammer,https://www.audible.com/pd/Scrublands-Audiobook/1508277427?qid=1632673316&sr=1-60&ref=a_special-p_c3_lProduct_2_10&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/51gD4WzxymL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/37655505-scrublands?from_search=true&from_srp=true&qid=LdxTQjq4yZ&rank=1,3.94,17167
The Ghost Notebooks,A Novel,Ben Dolnick,https://www.audible.com/pd/The-Ghost-Notebooks-Audiobook/B079571FVV?qid=1632673316&sr=1-61&ref=a_special-p_c3_lProduct_2_11&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/511E-ZKbEuL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/35541389-the-ghost-notebooks?from_search=true&from_srp=true&qid=OQuSoXhKcN&rank=1,3.52,1763
The Man Who Came Uptown,,George Pelecanos,https://www.audible.com/pd/The-Man-Who-Came-Uptown-Audiobook/1549167995?qid=1632673316&sr=1-62&ref=a_special-p_c3_lProduct_2_12&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/51PjxUG7NYL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/37946437-the-man-who-came-uptown?from_search=true&from_srp=true&qid=hnl0UeuPqH&rank=1,3.81,2932
The Authorities,,Scott Meyer,https://www.audible.com/pd/The-Authorities-Audiobook/B01959YYJY?qid=1632673316&sr=1-63&ref=a_special-p_c3_lProduct_2_13&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/61JB23mh7LL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/26850099-the-authorities?from_search=true&from_srp=true&qid=ehCWyNvWoE&rank=1,3.93,2591
Harvest,,Tess Gerritsen,https://www.audible.com/pd/Harvest-Audiobook/B004X7VOU6?qid=1632673316&sr=1-64&ref=a_special-p_c3_lProduct_2_14&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/51Ugk6iFbsL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/40482.Harvest?from_search=true&from_srp=true&qid=JrwJf1Zuke&rank=3,4.12,20037
The Singer's Gun,,Emily St. John Mandel,https://www.audible.com/pd/The-Singers-Gun-Audiobook/B01B6T7YWK?qid=1632673316&sr=1-65&ref=a_special-p_c3_lProduct_2_15&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/51R8u0OSqOL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/7617564-the-singer-s-gun?from_search=true&from_srp=true&qid=KfplmmIIDp&rank=1,3.75,4451
Beware That Girl,,Teresa Toten,https://www.audible.com/pd/Beware-That-Girl-Audiobook/B01EYV8YDK?qid=1632673316&sr=1-66&ref=a_special-p_c3_lProduct_2_16&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/517ikzXCNOL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/27065377-beware-that-girl?from_search=true&from_srp=true&qid=W9baUcOBAT&rank=1,3.4,3281
Theme Music,A Novel,T. Marie Vandelly,https://www.audible.com/pd/Theme-Music-Audiobook/1984888188?qid=1632673316&sr=1-67&ref=a_special-p_c3_lProduct_2_17&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/51gz8EjoSoL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/42845404-theme-music?from_search=true&from_srp=true&qid=UY6Vbxqq5q&rank=1,3.73,1529
Danger in Numbers,,Heather Graham,https://www.audible.com/pd/Danger-in-Numbers-Audiobook/1488210632?qid=1632673316&sr=1-68&ref=a_special-p_c3_lProduct_2_18&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/41+h23zDbkS._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/53249383-danger-in-numbers?from_search=true&from_srp=true&qid=e8KM1HPdVE&rank=1,4.02,1815
Chill Factor,A Novel,Sandra Brown,https://www.audible.com/pd/Chill-Factor-Audiobook/B002V8KV58?qid=1632673316&sr=1-69&ref=a_special-p_c3_lProduct_2_19&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/515uEGQr+-L._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/268275.Chill_Factor?from_search=true&from_srp=true&qid=lbBXrlXr8r&rank=1,3.99,20824
Lola,A Novel,Melissa Love,https://www.audible.com/pd/Lola-Audiobook/B01N9RMUFZ?qid=1632673316&sr=1-70&ref=a_special-p_c3_lProduct_2_20&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/51uPTT6ggmL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/30900212-lola?from_search=true&from_srp=true&qid=ynvwnw6l8Y&rank=1,3.59,1749
To Cook a Bear,A Novel,Mikael Niemi,https://www.audible.com/pd/To-Cook-a-Bear-Audiobook/0593292030?qid=1632673316&sr=1-71&ref=a_special-p_c3_lProduct_2_21&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/61okSaHyrlL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/53328811-to-cook-a-bear?from_search=true&from_srp=true&qid=jRaPlBEEbA&rank=1,4.02,3116
The Woman in the Dark,,Vanessa Savage,https://www.audible.com/pd/The-Woman-in-the-Dark-Audiobook/154919772X?qid=1632673316&sr=1-72&ref=a_special-p_c3_lProduct_2_22&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/51BrNC+JvbL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/36547128-the-woman-in-the-dark?from_search=true&from_srp=true&qid=LCfbXF5lpG&rank=1,3.72,2598
No Bad Deed,A Novel,Heather Chavez,https://www.audible.com/pd/No-Bad-Deed-Audiobook/006294018X?qid=1632673316&sr=1-73&ref=a_special-p_c3_lProduct_2_23&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/51CV9suN0KL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/45894472-no-bad-deed?from_search=true&from_srp=true&qid=uW6GVAC9hA&rank=1,3.68,3861
Confessions of an Innocent Man,A Novel,David R. Dow,https://www.audible.com/pd/Confessions-of-an-Innocent-Man-Audiobook/1984841866?qid=1632673316&sr=1-74&ref=a_special-p_c3_lProduct_2_24&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/519n0nLt4HL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/40821405-confessions-of-an-innocent-man?from_search=true&from_srp=true&qid=KRQWkKPXFY&rank=1,3.97,1111
Closer Than You Know,A Novel,Brad Parks,https://www.audible.com/pd/Closer-Than-You-Know-Audiobook/B075FBY6YZ?qid=1632673316&sr=1-75&ref=a_special-p_c3_lProduct_2_25&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/617sNIb6U3L._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/35794896-closer-than-you-know?from_search=true&from_srp=true&qid=Q9Wq0QEcdW&rank=1,4.08,2207
She Lies in Wait,A Novel,Gytha Lodge,https://www.audible.com/pd/She-Lies-in-Wait-Audiobook/B07LGD9T22?qid=1632673316&sr=1-76&ref=a_special-p_c3_lProduct_2_26&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/61hMsD6WU3L._SL500_.jpg,"Mysteries & Thrillers, Romance",https://www.goodreads.com/book/show/40072345-she-lies-in-wait?from_search=true&from_srp=true&qid=zq2L1bBXyo&rank=1,3.75,8456
If I Die Tonight,A Novel,Alison Gaylin,https://www.audible.com/pd/If-I-Die-Tonight-Audiobook/B078YDDSHC?qid=1632673316&sr=1-77&ref=a_special-p_c3_lProduct_2_27&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/516ulRjRIdL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/35565298-if-i-die-tonight?from_search=true&from_srp=true&qid=KQ1PAE6OcH&rank=1,3.72,4649
Blood Standard,,Laird Barron,https://www.audible.com/pd/Blood-Standard-Audiobook/B07D7ZGX9P?qid=1632673316&sr=1-78&ref=a_special-p_c3_lProduct_2_28&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/61zE99XLkZL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/36189048-blood-standard?from_search=true&from_srp=true&qid=AdXOSRUCv9&rank=1,3.99,1284
Close to Home,A Novel,Cara Hunter,https://www.audible.com/pd/Close-to-Home-Audiobook/B079SH1LNB?qid=1632673316&sr=1-79&ref=a_special-p_c3_lProduct_2_29&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/61Gz+sfnkAL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/35458732-close-to-home?from_search=true&from_srp=true&qid=PNOZYKfJ0F&rank=1,4.04,30660
The Last,,Hanna Jameson,https://www.audible.com/pd/The-Last-Audiobook/B07L39WH5X?qid=1632673316&sr=1-80&ref=a_special-p_c3_lProduct_2_30&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/51WkDx493qL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/40381927-the-last?from_search=true&from_srp=true&qid=sDkNKxO2OE&rank=1,3.54,14727
Stolen Things,A Novel,R. H. Herron,https://www.audible.com/pd/Stolen-Things-Audiobook/1984888161?qid=1632673316&sr=1-81&ref=a_special-p_c3_lProduct_2_31&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/61sY039-DBL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/42189657-stolen-things?from_search=true&from_srp=true&qid=A7mHp5aYMY&rank=1,3.71,2749
Beijing Payback,A Novel,Daniel Nieh,https://www.audible.com/pd/Beijing-Payback-Audiobook/0062917919?qid=1632673316&sr=1-82&ref=a_special-p_c3_lProduct_2_32&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/6168N7Dvl+L._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/40651659-beijing-payback?from_search=true&from_srp=true&qid=7UnctajANu&rank=1,3.36,1149
Sister Dear,,Hannah Mary McKinnon,https://www.audible.com/pd/Sister-Dear-Audiobook/148820859X?qid=1632673316&sr=1-83&ref=a_special-p_c3_lProduct_2_33&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/51SdD5mMAQL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/49932568-sister-dear?from_search=true&from_srp=true&qid=YxiLSLDTPK&rank=1,3.85,2931
Such a Perfect Wife,A Novel,Kate White,https://www.audible.com/pd/Such-a-Perfect-Wife-Audiobook/0062898655?qid=1632673316&sr=1-84&ref=a_special-p_c3_lProduct_2_34&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/51F-OKKx-0L._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/35270773-such-a-perfect-wife?from_search=true&from_srp=true&qid=fMsuC8XE77&rank=1,3.59,4129
Robert B. Parker's Angel Eyes,"Spenser, Book 48",Ace Atkins,https://www.audible.com/pd/Robert-B-Parkers-Angel-Eyes-Audiobook/0525637060?qid=1632673316&sr=1-85&ref=a_special-p_c3_lProduct_2_35&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/51OmFZyZhrL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/44181419-robert-b-parker-s-angel-eyes?from_search=true&from_srp=true&qid=H4n04zrTq9&rank=1,3.98,2925
Her Last Secret,A Gripping Psychological Thriller,Barbara Copperthwaite,https://www.audible.com/pd/Her-Last-Secret-Audiobook/B0761YBL6M?qid=1632673316&sr=1-86&ref=a_special-p_c3_lProduct_2_36&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/61soOPoppmL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/36217341-her-last-secret?from_search=true&from_srp=true&qid=bxVpsZ6xqM&rank=1,4.07,2219
Keep Her Safe,A Novel,K. A. Tucker,https://www.audible.com/pd/Keep-Her-Safe-Audiobook/B0757NSYYG?qid=1632673316&sr=1-87&ref=a_special-p_c3_lProduct_2_37&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/51h7UIUaI4L._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/30753733-keep-her-safe?from_search=true&from_srp=true&qid=m4yurOc28D&rank=1,4.03,5858
Dead to Her,A Novel,Sarah Pinborough,https://www.audible.com/pd/Dead-to-Her-Audiobook/006298408X?qid=1632673316&sr=1-88&ref=a_special-p_c3_lProduct_2_38&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/5130f24BxhL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/45730132-dead-to-her?from_search=true&from_srp=true&qid=wWn0IJRjUU&rank=1,3.31,7493
Fresh Disasters,"Stone Barrington, Book 13",Stuart Woods,https://www.audible.com/pd/Fresh-Disasters-Audiobook/B002VA9AR6?qid=1632673316&sr=1-89&ref=a_special-p_c3_lProduct_2_39&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/61Fi07hdZ+L._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/156600.Fresh_Disasters?from_search=true&from_srp=true&qid=TPtcEWdHZu&rank=1,3.89,6591
The Widow's House,,Carol Goodman,https://www.audible.com/pd/The-Widows-House-Audiobook/B01N1Q9Q1Y?qid=1632673316&sr=1-90&ref=a_special-p_c3_lProduct_2_40&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/6107ytnpV2L._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/30759310-the-widow-s-house?from_search=true&from_srp=true&qid=L9zhRzJetI&rank=1,3.66,3870
Blood Sisters,A Novel,Jane Corry,https://www.audible.com/pd/Blood-Sisters-Audiobook/B075DL3RPM?qid=1632673316&sr=1-91&ref=a_special-p_c3_lProduct_2_41&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/61YySpt6EDL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/35580277-blood-sisters?from_search=true&from_srp=true&qid=qOIh7xyV7I&rank=1,3.77,9923
The Reunion,,Samantha Hayes,https://www.audible.com/pd/The-Reunion-Audiobook/B079K48W45?qid=1632673316&sr=1-92&ref=a_special-p_c3_lProduct_2_42&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/51TqJFJ50VL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/36589926-the-reunion?from_search=true&from_srp=true&qid=7DdUoMsUft&rank=1,4.11,6618
The Golden Cage,A Novel,"Camilla Läckberg, Neil Smith - translator",https://www.audible.com/pd/The-Golden-Cage-Audiobook/0593212347?qid=1632673316&sr=1-93&ref=a_special-p_c3_lProduct_2_43&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/51Jcqw5-u1L._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/48945762-the-golden-cage?from_search=true&from_srp=true&qid=RD4oNOIW6F&rank=1,3.67,20257
Growing Things and Other Stories,,Paul Tremblay,https://www.audible.com/pd/Growing-Things-and-Other-Stories-Audiobook/006293418X?qid=1632673316&sr=1-94&ref=a_special-p_c3_lProduct_2_44&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/51oFebkXMGL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/42118050-growing-things-and-other-stories?from_search=true&from_srp=true&qid=rCYlqiKiPw&rank=1,3.49,4420
Blood Eye,,Giles Kristian,https://www.audible.com/pd/Blood-Eye-Audiobook/B00GUO0NQG?qid=1632673316&sr=1-95&ref=a_special-p_c3_lProduct_2_45&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/51LnAbNKjjL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/6082119-blood-eye?from_search=true&from_srp=true&qid=Sa7oHzjyzn&rank=1,4.06,4612
River's Edge,Cape Refuge Series #3,Terri Blackstock,https://www.audible.com/pd/Rivers-Edge-Audiobook/B0036N79ZC?qid=1632673316&sr=1-96&ref=a_special-p_c3_lProduct_2_46&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=99S2Z4WP584XM96AV19V,https://m.media-amazon.com/images/I/512vQgF6X-L._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/305439.River_s_Edge?from_search=true&from_srp=true&qid=x2VILszMGO&rank=1,4.31,5045
