Audible_Title,Audible_Subtitle,Audible_Author,Audible_Link,Image_Link,Audible_Category,Goodreads_Link,Amazon_Link,Goodreads_Rating,Number_of_Ratings,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
Ramsey's Gold,,Russell Blake,https://www.audible.com/pd/Ramseys-Gold-Audiobook/B01HDT0LM2?ref=a_ep_vital-_c10_lProduct_1_35&pf_rd_p=1f7531fd-930e-47eb-a31c-cd8c02bac836&pf_rd_r=AG2GR6B4P9CR8YBCWEQZ,https://m.media-amazon.com/images/I/61Q+vzlem8L._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/25266402-ramsey-s-gold?from_search=true&from_srp=true&qid=u86KAZaMWQ&rank=1,https://www.amazon.com/Ramseys-Gold-Russell-Blake-audiobook/dp/B01HDT07OO/ref=sr_1_1?dchild=1&keywords=Ramsey-s+Gold+Russell+Blake&qid=1633878143&s=audible&sr=1-1&tag=listenerslist-20,3.93,1106,,,,,,,,
Dead Man's Walk,,Larry McMurtry,https://www.audible.com/pd/Dead-Mans-Walk-Audiobook/B002UZN28A?ref=a_ep_vital-_c10_lProduct_1_36&pf_rd_p=1f7531fd-930e-47eb-a31c-cd8c02bac836&pf_rd_r=AG2GR6B4P9CR8YBCWEQZ,https://m.media-amazon.com/images/I/51ufJPOdQeL._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/54804.Dead_Man_s_Walk?from_search=true&from_srp=true&qid=5aHrcaZ7Dz&rank=1,https://www.amazon.com/Dead-Mans-Walk-Larry-McMurtry-audiobook/dp/B001JT6G9K/ref=sr_1_1?dchild=1&keywords=Dead+Man-s+Walk+Larry+McMurtry&qid=1633878146&s=audible&sr=1-1&tag=listenerslist-20,3.97,13712,,,,,,,,
The Corrections,A Novel,Jonathan Franzen,https://www.audible.com/pd/The-Corrections-Audiobook/B004HIK4E8?ref=a_ep_vital-_c10_lProduct_1_37&pf_rd_p=1f7531fd-930e-47eb-a31c-cd8c02bac836&pf_rd_r=AG2GR6B4P9CR8YBCWEQZ,https://m.media-amazon.com/images/I/51n4b5InUYL._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/3805.The_Corrections?from_search=true&from_srp=true&qid=m86LGOC5Ct&rank=5,https://www.amazon.com/The-Corrections-Jonathan-Franzen-audiobook/dp/B004HKCSEA/ref=sr_1_1?dchild=1&keywords=The+Corrections+Jonathan+Franzen&qid=1633878149&s=audible&sr=1-1&tag=listenerslist-20,3.8,167569,,,,,,,,
Tenth of December,Stories,George Saunders,https://www.audible.com/pd/Tenth-of-December-Audiobook/B00AU56AI6?ref=a_ep_vital-_c10_lProduct_1_38&pf_rd_p=1f7531fd-930e-47eb-a31c-cd8c02bac836&pf_rd_r=AG2GR6B4P9CR8YBCWEQZ,https://m.media-amazon.com/images/I/516OQW3OLYL._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/13641208-tenth-of-december?from_search=true&from_srp=true&qid=UcF0BhBTT8&rank=4,https://www.amazon.com/Tenth-of-December-George-Saunders-audiobook/dp/B00AU7Y1BW/ref=sr_1_1?dchild=1&keywords=Tenth+of+December+George+Saunders&qid=1633878151&s=audible&sr=1-1&tag=listenerslist-20,3.95,67166,,,,,,,,
Barkskins,A Novel,Annie Proulx,https://www.audible.com/pd/Barkskins-Audiobook/B01D3D3B7O?ref=a_ep_vital-_c10_lProduct_1_39&pf_rd_p=1f7531fd-930e-47eb-a31c-cd8c02bac836&pf_rd_r=AG2GR6B4P9CR8YBCWEQZ,https://m.media-amazon.com/images/I/51O4AWtJPtL._SL500_.jpg,"Fiction, $7 Titles",https://www.goodreads.com/book/show/25111119-barkskins?from_search=true&from_srp=true&qid=00BJIuqpbv&rank=2,https://www.amazon.com/Barkskins-Annie-Proulx-audiobook/dp/B01D3D15XQ/ref=sr_1_1?dchild=1&keywords=Barkskins+Annie+Proulx&qid=1633878153&s=audible&sr=1-1&tag=listenerslist-20,3.79,16312,,,,,,,,
The Rose Garden,,Susanna Kearsley,https://www.audible.com/pd/The-Rose-Garden-Audiobook/B005QPAPD6?ref=a_ep_vital-_c10_lProduct_1_40&pf_rd_p=1f7531fd-930e-47eb-a31c-cd8c02bac836&pf_rd_r=AG2GR6B4P9CR8YBCWEQZ,https://m.media-amazon.com/images/I/51SDk3o5o-L._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/9792287-the-rose-garden?from_search=true&from_srp=true&qid=5Aaw6UGuM8&rank=2,https://www.amazon.com/The-Rose-Garden-Susanna-Kearsley-audiobook/dp/B005SA5M8W/ref=sr_1_1?dchild=1&keywords=The+Rose+Garden+Susanna+Kearsley&qid=1633878155&s=audible&sr=1-1&tag=listenerslist-20,4.01,31137,,,,,,,,
Shuggie Bain,,Douglas Stuart,https://www.audible.com/pd/Shuggie-Bain-Audiobook/1690564598?ref=a_ep_vital-_c10_lProduct_1_41&pf_rd_p=1f7531fd-930e-47eb-a31c-cd8c02bac836&pf_rd_r=AG2GR6B4P9CR8YBCWEQZ,https://m.media-amazon.com/images/I/41bs5ZLZ9eL._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/52741293-shuggie-bain?from_search=true&from_srp=true&qid=WwyOxmcxL6&rank=3,https://www.amazon.com/Shuggie-Bain/dp/B081VW9GVY/ref=sr_1_1?dchild=1&keywords=Shuggie+Bain+Douglas+Stuart&qid=1633878157&s=audible&sr=1-1&tag=listenerslist-20,4.35,68795,,,,,,,,
The Villa,,Nora Roberts,https://www.audible.com/pd/The-Villa-Audiobook/B002V1ABLY?ref=a_ep_vital-_c10_lProduct_1_42&pf_rd_p=1f7531fd-930e-47eb-a31c-cd8c02bac836&pf_rd_r=AG2GR6B4P9CR8YBCWEQZ,https://m.media-amazon.com/images/I/519eCYjGi5L._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/85491.The_Villa?from_search=true&from_srp=true&qid=GLIcRVyCsA&rank=1,https://www.amazon.com/The-Villa-Nora-Roberts-audiobook/dp/B001E23RPS/ref=sr_1_1?dchild=1&keywords=The+Villa+Nora+Roberts&qid=1633878160&s=audible&sr=1-1&tag=listenerslist-20,3.98,26882,,,,,,,,
Summer of Night,,Dan Simmons,https://www.audible.com/pd/Summer-of-Night-Audiobook/B0058DSP24?ref=a_ep_vital-_c10_lProduct_1_43&pf_rd_p=1f7531fd-930e-47eb-a31c-cd8c02bac836&pf_rd_r=AG2GR6B4P9CR8YBCWEQZ,https://m.media-amazon.com/images/I/51eKaLVGE3L._SL500_.jpg,"Fiction, $7 Titles",https://www.goodreads.com/book/show/11279.Summer_of_Night?from_search=true&from_srp=true&qid=LvgqM4COqb&rank=3,https://www.amazon.com/Summer-of-Night-Dan-Simmons-audiobook/dp/B005ACDWGW/ref=sr_1_1?dchild=1&keywords=Summer+of+Night+Dan+Simmons&qid=1633878162&s=audible&sr=1-1&tag=listenerslist-20,4.04,21712,,,,,,,,
Alaska,A Novel,James A. Michener,https://www.audible.com/pd/Alaska-Audiobook/B011DHAK8K?ref=a_ep_vital-_c10_lProduct_1_44&pf_rd_p=1f7531fd-930e-47eb-a31c-cd8c02bac836&pf_rd_r=AG2GR6B4P9CR8YBCWEQZ,https://m.media-amazon.com/images/I/51fFV-LhKtL._SL500_.jpg,"Fiction, $7 Titles",https://www.goodreads.com/book/show/42953.Alaska?from_search=true&from_srp=true&qid=yorYDgssSo&rank=2,https://www.amazon.com/Alaska-James-A-Michener-audiobook/dp/B011D90LDC/ref=sr_1_1?dchild=1&keywords=Alaska+James+A.+Michener&qid=1633878164&s=audible&sr=1-1&tag=listenerslist-20,4.13,12547,,,,,,,,
"Katherine of Aragon, the True Queen",A Novel,Alison Weir,https://www.audible.com/pd/Katherine-of-Aragon-the-True-Queen-Audiobook/B01G7BGN7Y?ref=a_ep_vital-_c10_lProduct_1_45&pf_rd_p=1f7531fd-930e-47eb-a31c-cd8c02bac836&pf_rd_r=AG2GR6B4P9CR8YBCWEQZ,https://m.media-amazon.com/images/I/61+K2dmCOQL._SL500_.jpg,"Fiction, $7 Titles",https://www.goodreads.com/book/show/26236852-katherine-of-arag-n?from_search=true&from_srp=true&qid=u7hLSDtFuC&rank=2,https://www.amazon.com/Katherine-Aragon-True-Queen-Novel/dp/B01G7BGZ3G/ref=sr_1_1?dchild=1&keywords=Katherine+of+Aragon%2C+the+True+Queen+Alison+Weir&qid=1633878166&s=audible&sr=1-1&tag=listenerslist-20,4.1,9782,,,,,,,,
The Last of the Moon Girls,A Novel,Barbara Davis,https://www.audible.com/pd/The-Last-of-the-Moon-Girls-Audiobook/1799755355?ref=a_ep_vital-_c10_lProduct_1_46&pf_rd_p=1f7531fd-930e-47eb-a31c-cd8c02bac836&pf_rd_r=AG2GR6B4P9CR8YBCWEQZ,https://m.media-amazon.com/images/I/51jMZfYmJJL._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/49343950-the-last-of-the-moon-girls?from_search=true&from_srp=true&qid=tUdoysywIJ&rank=1,https://www.amazon.com/Last-Moon-Girls-Novel/dp/B084RT9SHB/ref=sr_1_1?dchild=1&keywords=The+Last+of+the+Moon+Girls+Barbara+Davis&qid=1633878169&s=audible&sr=1-1&tag=listenerslist-20,4.18,37118,,,,,,,,
The Children Act,,Ian McEwan,https://www.audible.com/pd/The-Children-Act-Audiobook/B00MV5W4SI?ref=a_ep_vital-_c10_lProduct_1_47&pf_rd_p=1f7531fd-930e-47eb-a31c-cd8c02bac836&pf_rd_r=AG2GR6B4P9CR8YBCWEQZ,https://m.media-amazon.com/images/I/51QcypFDb0L._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/21965107-the-children-act?from_search=true&from_srp=true&qid=qIVRFNBmIm&rank=3,https://www.amazon.com/The-Children-Act-Ian-McEwan-audiobook/dp/B00MV5DAB8/ref=sr_1_1?dchild=1&keywords=The+Children+Act+Ian+McEwan&qid=1633878171&s=audible&sr=1-1&tag=listenerslist-20,3.7,73637,,,,,,,,
Child 44,,Tom Rob Smith,https://www.audible.com/pd/Child-44-Audiobook/B002V1LDEI?ref=a_ep_vital-_c10_lProduct_1_48&pf_rd_p=1f7531fd-930e-47eb-a31c-cd8c02bac836&pf_rd_r=AG2GR6B4P9CR8YBCWEQZ,https://m.media-amazon.com/images/I/51FATvI66CL._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/2161733.Child_44?from_search=true&from_srp=true&qid=wUUeS19z1U&rank=1,https://www.amazon.com/Child-44-Tom-Rob-Smith-audiobook/dp/B001AZT99C/ref=sr_1_1?dchild=1&keywords=Child+44+Tom+Rob+Smith&qid=1633878174&s=audible&sr=1-1&tag=listenerslist-20,4.08,85865,,,,,,,,
Mother Night,,Kurt Vonnegut,https://www.audible.com/pd/Mother-Night-Audiobook/B002V57S2U?ref=a_ep_vital-_c10_lProduct_1_49&pf_rd_p=1f7531fd-930e-47eb-a31c-cd8c02bac836&pf_rd_r=AG2GR6B4P9CR8YBCWEQZ,https://m.media-amazon.com/images/I/51695uYQxpL._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/9592.Mother_Night?from_search=true&from_srp=true&qid=8GQWCxX6Sx&rank=2,https://www.amazon.com/Mother-Night-Kurt-Vonnegut-audiobook/dp/B001D1ILCE/ref=sr_1_1?dchild=1&keywords=Mother+Night+Kurt+Vonnegut&qid=1633878176&s=audible&sr=1-1&tag=listenerslist-20,4.19,85054,,,,,,,,
Tales of the City,"Tales of the City, Book 1",Armistead Maupin,https://www.audible.com/pd/Tales-of-the-City-Audiobook/B00B9FD1DS?ref=a_ep_vital-_c10_lProduct_1_50&pf_rd_p=1f7531fd-930e-47eb-a31c-cd8c02bac836&pf_rd_r=AG2GR6B4P9CR8YBCWEQZ,https://m.media-amazon.com/images/I/61NjWgdRoOL._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/16255.Tales_of_the_City?from_search=true&from_srp=true&qid=W8hLHXCdQz&rank=3,https://www.amazon.com/Tales-City-Audio-Collection/dp/B00X5FIFZO/ref=sr_1_1?dchild=1&keywords=Tales+of+the+City+Armistead+Maupin&qid=1633878179&s=audible&sr=1-1&tag=listenerslist-20,4.02,39239,,,,,,,,
Neighbors,,Danielle Steel,https://www.audible.com/pd/Neighbors-Audiobook/1980032998?ref=a_ep_vital-_c10_lProduct_2_1&pf_rd_p=1f7531fd-930e-47eb-a31c-cd8c02bac836&pf_rd_r=W7ZQPCBWJ100MKE4WF8S,https://m.media-amazon.com/images/I/51yaUPPDk3L._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/53540403-neighbors?from_search=true&from_srp=true&qid=FYMdBRNC44&rank=1,https://www.amazon.com/Neighbors/dp/B08F2VF67M/ref=sr_1_1?dchild=1&keywords=Neighbors+Danielle+Steel&qid=1633878180&s=audible&sr=1-1&tag=listenerslist-20,4.14,8222,,,,,,,,
The Water Keeper,,Charles Martin,https://www.audible.com/pd/The-Water-Keeper-Audiobook/0785230939?ref=a_ep_vital-_c10_lProduct_2_2&pf_rd_p=1f7531fd-930e-47eb-a31c-cd8c02bac836&pf_rd_r=W7ZQPCBWJ100MKE4WF8S,https://m.media-amazon.com/images/I/51ueyS0rGGL._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/52770387-the-water-keeper?from_search=true&from_srp=true&qid=CzrxqS7MOF&rank=1,https://www.amazon.com/The-Water-Keeper/dp/B07TYPSFKH/ref=sr_1_1?dchild=1&keywords=The+Water+Keeper+Charles+Martin&qid=1633878182&s=audible&sr=1-1&tag=listenerslist-20,4.2,9363,,,,,,,,
The Iliad of Homer,,"Elizabeth Vandiver, The Great Courses",https://www.audible.com/pd/The-Iliad-of-Homer-Audiobook/B00DCWVYR6?ref=a_ep_vital-_c10_lProduct_2_3&pf_rd_p=1f7531fd-930e-47eb-a31c-cd8c02bac836&pf_rd_r=W7ZQPCBWJ100MKE4WF8S,https://m.media-amazon.com/images/I/41vwglNHTPL._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/2899693-the-iliad-of-homer?from_search=true&from_srp=true&qid=YagWzBntx7&rank=1,https://www.amazon.com/The-Iliad-of-Homer-audiobook/dp/B00DTNW7IS/ref=sr_1_1?dchild=1&keywords=The+Iliad+of+Homer+Elizabeth+Vandiver%2C&qid=1633878184&s=audible&sr=1-1&tag=listenerslist-20,4.39,726,,,,,,,,
The Last Green Valley,,Mark Sullivan,https://www.audible.com/pd/The-Last-Green-Valley-Audiobook/1978637632?ref=a_ep_vital-_c10_lProduct_2_4&pf_rd_p=1f7531fd-930e-47eb-a31c-cd8c02bac836&pf_rd_r=W7ZQPCBWJ100MKE4WF8S,https://m.media-amazon.com/images/I/51d2OYgWRzL._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/54362408-the-last-green-valley?from_search=true&from_srp=true&qid=8bxpLrf6Jj&rank=1,https://www.amazon.com/The-Last-Green-Valley/dp/B08GV5KZN8/ref=sr_1_1?dchild=1&keywords=The+Last+Green+Valley+Mark+Sullivan&qid=1633878187&s=audible&sr=1-1&tag=listenerslist-20,4.5,15363,,,,,,,,
Always the Last to Know,,Kristan Higgins,https://www.audible.com/pd/Always-the-Last-to-Know-Audiobook/1980036322?ref=a_ep_vital-_c10_lProduct_2_5&pf_rd_p=1f7531fd-930e-47eb-a31c-cd8c02bac836&pf_rd_r=W7ZQPCBWJ100MKE4WF8S,https://m.media-amazon.com/images/I/41T22ptQrYL._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/49229687-always-the-last-to-know?from_search=true&from_srp=true&qid=5UikblQVMB&rank=1,https://www.amazon.com/Always-the-Last-to-Know/dp/B084QJ72XK/ref=sr_1_1?dchild=1&keywords=Always+the+Last+to+Know+Kristan+Higgins&qid=1633878188&s=audible&sr=1-1&tag=listenerslist-20,3.97,8608,,,,,,,,
Sorry I Missed You,,Suzy Krause,https://www.audible.com/pd/Sorry-I-Missed-You-Audiobook/1799750590?ref=a_ep_vital-_c10_lProduct_2_6&pf_rd_p=1f7531fd-930e-47eb-a31c-cd8c02bac836&pf_rd_r=W7ZQPCBWJ100MKE4WF8S,https://m.media-amazon.com/images/I/51lYwFlJ-hL._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/52951550-sorry-i-missed-you?from_search=true&from_srp=true&qid=dhIw8GG5rn&rank=1,https://www.amazon.com/Sorry-I-Missed-You/dp/B082WJ37T4/ref=sr_1_1?dchild=1&keywords=Sorry+I+Missed+You+Suzy+Krause&qid=1633878191&s=audible&sr=1-1&tag=listenerslist-20,3.75,19478,,,,,,,,
Above the Bay of Angels,A Novel,Rhys Bowen,https://www.audible.com/pd/Above-the-Bay-of-Angels-Audiobook/B081ZFYBMG?ref=a_ep_vital-_c10_lProduct_2_7&pf_rd_p=1f7531fd-930e-47eb-a31c-cd8c02bac836&pf_rd_r=W7ZQPCBWJ100MKE4WF8S,https://m.media-amazon.com/images/I/51GayUtF3ZL._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/49596377-above-the-bay-of-angels?from_search=true&from_srp=true&qid=Sgtp4KnA8R&rank=1,https://www.amazon.com/Above-Bay-Angels-Novel/dp/B081ZHYV5C/ref=sr_1_1?dchild=1&keywords=Above+the+Bay+of+Angels+Rhys+Bowen&qid=1633878193&s=audible&sr=1-1&tag=listenerslist-20,4.17,17525,,,,,,,,
The Orphan Collector,,Ellen Marie Wiseman,https://www.audible.com/pd/The-Orphan-Collector-Audiobook/1980075700?ref=a_ep_vital-_c10_lProduct_2_8&pf_rd_p=1f7531fd-930e-47eb-a31c-cd8c02bac836&pf_rd_r=W7ZQPCBWJ100MKE4WF8S,https://m.media-amazon.com/images/I/51xReH3KYdL._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/49244342-the-orphan-collector?from_search=true&from_srp=true&qid=LHAZpTKChy&rank=1,https://www.amazon.com/The-Orphan-Collector/dp/B089PXGRCK/ref=sr_1_1?dchild=1&keywords=The+Orphan+Collector+Ellen+Marie+Wiseman&qid=1633878194&s=audible&sr=1-1&tag=listenerslist-20,4.2,15759,,,,,,,,
Swallows and Amazons,,Arthur Ransome,https://www.audible.com/pd/Swallows-and-Amazons-Audiobook/B002UZL1AQ?ref=a_ep_vital-_c10_lProduct_2_9&pf_rd_p=1f7531fd-930e-47eb-a31c-cd8c02bac836&pf_rd_r=W7ZQPCBWJ100MKE4WF8S,https://m.media-amazon.com/images/I/51ZKCbmwORL._SL500_.jpg,"Fiction,  Kids & Teens, $5 Titles",https://www.goodreads.com/book/show/125190.Swallows_and_Amazons?from_search=true&from_srp=true&qid=vVnbgCF3RB&rank=3,https://www.amazon.com/Swallows-and-Amazons-audiobook/dp/B001GDU4P6/ref=sr_1_1?dchild=1&keywords=Swallows+and+Amazons+Arthur+Ransome&qid=1633878197&s=audible&sr=1-1&tag=listenerslist-20,3.98,30592,,,,,,,,
Back to Blood,A Novel,Tom Wolfe,https://www.audible.com/pd/Back-to-Blood-Audiobook/B009OOTC70?ref=a_ep_vital-_c10_lProduct_2_10&pf_rd_p=1f7531fd-930e-47eb-a31c-cd8c02bac836&pf_rd_r=W7ZQPCBWJ100MKE4WF8S,https://m.media-amazon.com/images/I/51TL7ri1F+L._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/13480192-back-to-blood?from_search=true&from_srp=true&qid=EUnt8SI8mL&rank=1,https://www.amazon.com/Back-to-Blood-Tom-Wolfe-audiobook/dp/B009UX64NK/ref=sr_1_1?dchild=1&keywords=Back+to+Blood+Tom+Wolfe&qid=1633878198&s=audible&sr=1-1&tag=listenerslist-20,3.29,8762,,,,,,,,
Black Buck,,Mateo Askaripour,https://www.audible.com/pd/Black-Buck-Audiobook/0358449332?ref=a_ep_vital-_c10_lProduct_2_11&pf_rd_p=1f7531fd-930e-47eb-a31c-cd8c02bac836&pf_rd_r=W7ZQPCBWJ100MKE4WF8S,https://m.media-amazon.com/images/I/413kxHdAwTL._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/53091994-black-buck?from_search=true&from_srp=true&qid=wgpTftxOVB&rank=1,https://www.amazon.com/Black-Buck/dp/B08NFGR31F/ref=sr_1_1?dchild=1&keywords=Black+Buck+Mateo+Askaripour&qid=1633878201&s=audible&sr=1-1&tag=listenerslist-20,3.79,16595,,,,,,,,
Love and Ruin,A Novel,Paula McLain,https://www.audible.com/pd/Love-and-Ruin-Audiobook/B07B1WDHQQ?ref=a_ep_vital-_c10_lProduct_2_12&pf_rd_p=1f7531fd-930e-47eb-a31c-cd8c02bac836&pf_rd_r=W7ZQPCBWJ100MKE4WF8S,https://m.media-amazon.com/images/I/51O+GOJPKML._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/36529552-love-and-ruin?from_search=true&from_srp=true&qid=LVqY8i8dRc&rank=1,https://www.amazon.com/Love-and-Ruin-Paula-McLain-audiobook/dp/B07B1PTTMH/ref=sr_1_1?dchild=1&keywords=Love+and+Ruin+Paula+McLain&qid=1633878203&s=audible&sr=1-1&tag=listenerslist-20,3.85,22382,,,,,,,,
Beauty,A Retelling of the Story of Beauty & the Beast,Robin McKinley,https://www.audible.com/pd/Beauty-Audiobook/B00C0UIG6S?ref=a_ep_vital-_c10_lProduct_2_13&pf_rd_p=1f7531fd-930e-47eb-a31c-cd8c02bac836&pf_rd_r=W7ZQPCBWJ100MKE4WF8S,https://m.media-amazon.com/images/I/5172xR8ffpL._SL500_.jpg,"Fiction,  Kids & Teens, $5 Titles",https://www.goodreads.com/book/show/41424.Beauty?from_search=true&from_srp=true&qid=0GsssLzjw5&rank=1,https://www.amazon.com/Beauty-Robin-McKinley-audiobook/dp/B00C17S7LE/ref=sr_1_1?dchild=1&keywords=Beauty+Robin+McKinley&qid=1633878206&s=audible&sr=1-1&tag=listenerslist-20,4.05,76711,,,,,,,,
Lying on the Couch,A Novel,Irvin D. Yalom,https://www.audible.com/pd/Lying-on-the-Couch-Audiobook/B01864W2JS?ref=a_ep_vital-_c10_lProduct_2_14&pf_rd_p=1f7531fd-930e-47eb-a31c-cd8c02bac836&pf_rd_r=W7ZQPCBWJ100MKE4WF8S,https://m.media-amazon.com/images/I/61XZTUdQAeL._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/21030.Lying_on_the_Couch?from_search=true&from_srp=true&qid=NbhNhIrxQ5&rank=1,https://www.amazon.com/Lying-on-Couch-Irvin-D-Yalom-audiobook/dp/B01864W2RU/ref=sr_1_1?dchild=1&keywords=Lying+on+the+Couch+Irvin+D.+Yalom&qid=1633878208&s=audible&sr=1-1&tag=listenerslist-20,4.03,14054,,,,,,,,
Easy,,Tammara Webber,https://www.audible.com/pd/Easy-Audiobook/B009WRTEUE?ref=a_ep_vital-_c10_lProduct_2_15&pf_rd_p=1f7531fd-930e-47eb-a31c-cd8c02bac836&pf_rd_r=W7ZQPCBWJ100MKE4WF8S,https://m.media-amazon.com/images/I/512bXP+DJ0L._SL500_.jpg,"Fiction,  Kids & Teens, $5 Titles",https://www.goodreads.com/book/show/16056408-easy?from_search=true&from_srp=true&qid=Rc4ul9ACMp&rank=1,https://www.amazon.com/Easy-Tammara-Webber-audiobook/dp/B009WUEU64/ref=sr_1_1?dchild=1&keywords=Easy+Tammara+Webber&qid=1633878211&s=audible&sr=1-1&tag=listenerslist-20,4.08,226756,,,,,,,,
Perestroika in Paris,,Jane Smiley,https://www.audible.com/pd/Perestroika-in-Paris-Audiobook/1980081336?ref=a_ep_vital-_c10_lProduct_2_16&pf_rd_p=1f7531fd-930e-47eb-a31c-cd8c02bac836&pf_rd_r=W7ZQPCBWJ100MKE4WF8S,https://m.media-amazon.com/images/I/41hXio6Py2L._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/52578294-perestroika-in-paris?from_search=true&from_srp=true&qid=UtaioPI95D&rank=1,https://www.amazon.com/Perestroika-in-Paris/dp/B08F2PRPW7/ref=sr_1_1?dchild=1&keywords=Perestroika+in+Paris+Jane+Smiley&qid=1633878212&s=audible&sr=1-1&tag=listenerslist-20,4.03,4884,,,,,,,,
My Name Is Anton,A Novel,Catherine Ryan Hyde,https://www.audible.com/pd/My-Name-Is-Anton-Audiobook/171353052X?ref=a_ep_vital-_c10_lProduct_2_17&pf_rd_p=1f7531fd-930e-47eb-a31c-cd8c02bac836&pf_rd_r=W7ZQPCBWJ100MKE4WF8S,https://m.media-amazon.com/images/I/51buuA885hL._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/53515254-my-name-is-anton?from_search=true&from_srp=true&qid=E8UhSR6yE8&rank=1,https://www.amazon.com/My-Name-Anton-Novel/dp/B08D2HP4HD/ref=sr_1_1?dchild=1&keywords=My+Name+Is+Anton+Catherine+Ryan+Hyde&qid=1633878215&s=audible&sr=1-1&tag=listenerslist-20,4.35,4258,,,,,,,,
The Odyssey of Homer,,"Elizabeth Vandiver, The Great Courses",https://www.audible.com/pd/The-Odyssey-of-Homer-Audiobook/B00DE2CLXU?ref=a_ep_vital-_c10_lProduct_2_18&pf_rd_p=1f7531fd-930e-47eb-a31c-cd8c02bac836&pf_rd_r=W7ZQPCBWJ100MKE4WF8S,https://m.media-amazon.com/images/I/41QVZeol5-L._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/2523661.The_Odyssey_of_Homer?from_search=true&from_srp=true&qid=pzpnuszkEE&rank=1,https://www.amazon.com/The-Odyssey-of-Homer-audiobook/dp/B00DTO56X0/ref=sr_1_1?dchild=1&keywords=The+Odyssey+of+Homer+Elizabeth+Vandiver%2C&qid=1633878217&s=audible&sr=1-1&tag=listenerslist-20,4.45,1119,,,,,,,,
Afterlife,,Julia Alvarez,https://www.audible.com/pd/Afterlife-Audiobook/1980077940?ref=a_ep_vital-_c10_lProduct_2_19&pf_rd_p=1f7531fd-930e-47eb-a31c-cd8c02bac836&pf_rd_r=W7ZQPCBWJ100MKE4WF8S,https://m.media-amazon.com/images/I/613I2rqkzsL._SL500_.jpg,"Fiction, Sci-Fi & Fantasy, $5 Titles",https://www.goodreads.com/book/show/52898645-afterlife?from_search=true&from_srp=true&qid=2tih1gzusU&rank=1,https://www.amazon.com/Afterlife/dp/B085W9ZZGC/ref=sr_1_1?dchild=1&keywords=Afterlife+Julia+Alvarez&qid=1633878219&s=audible&sr=1-1&tag=listenerslist-20,3.72,10582,,,,,,,,
The Summer House,,Lauren K. Denton,https://www.audible.com/pd/The-Summer-House-Audiobook/0785232559?ref=a_ep_vital-_c10_lProduct_2_20&pf_rd_p=1f7531fd-930e-47eb-a31c-cd8c02bac836&pf_rd_r=W7ZQPCBWJ100MKE4WF8S,https://m.media-amazon.com/images/I/61Wzp0bBk4L._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/48856381-the-summer-house?from_search=true&from_srp=true&qid=AgD0LASTnO&rank=1,https://www.amazon.com/The-Summer-House/dp/B08285G94C/ref=sr_1_1?dchild=1&keywords=The+Summer+House+Lauren+K.+Denton&qid=1633878222&s=audible&sr=1-1&tag=listenerslist-20,3.96,3836,,,,,,,,
